ATB ID,solvent,value,reported_error,ref,datasets,formula,inchi
30472,water,-39.2,0.92,10.1007/s10822-010-9350-8,"Mobley et al.,Marenich et al.",C10H12O3,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3"
30473,water,-22.8,2.51,10.1021/ct050097l,"Mobley et al.,Gerber,Shivakumar et al.,Dodda et al.,Marenich et al.",C6H8N2,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3"
30478,water,-17.11,2.51,10.1021/ct050097l,"Gerber,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C5H13N,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3"
30480,water,-17.41,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.",C3H5F3O,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m1/s1"
30483,water,-18.83,2.51,10.1021/ct050097l,"Mobley et al.,Marenich et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.",C2H7N,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3"
30486,water,-16.53,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Gerber,Dodda et al.",C6H15N,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3"
30490,water,-39.79,1.09,10.1007/s10822-010-9350-8,"Marenich et al.,Mobley et al.",C8H8O3,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3"
30491,water,-32.05,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C7H8O2,"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3"
30493,water,-18.37,2.51,10.1021/ct050097l,"Shivakumar et al.,Gerber,Marenich et al.,Mobley et al.,Dodda et al.,Boulanger et al.",C3H9N,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3"
30496,water,-45.61,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.",C7H7NO,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)"
30497,water,-21.38,2.51,10.1021/ct050097l,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Shivakumar et al.",C5H11N,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2"
30505,water,-2.38,2.51,10.1021/ct050097l,"Mobley et al.,Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.",C3H5Cl,"InChI=1S/C3H5Cl/c1-2-3-4/h2H,1,3H2"
30508,water,-43.83,None,10.1007/bf00646936,"Marenich et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.,Mobley et al.",C7H6O2,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H"
30511,water,-15.27,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C8H19N,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3"
30512,water,-17.13,None,10.1007/bf00646936,"Dodda et al.,Shivakumar et al.,Gerber,Mobley et al.,Boulanger et al.,Marenich et al.",C8H18O,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3"
30553,water,-28.95,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C9H13O3PS2,"InChI=1S/C9H15O3PS2/c1-7-6-8(4-5-9(7)15-3)12-13(10,14)11-2/h4-6,10,13-14H,1-3H3"
30598,water,2.51,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",H3P,"InChI=1S/H3P/h1H3"
30615,water,-22.22,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",CH6N2,"InChI=1S/CH6N2/c1-3-2/h3H,2H2,1H3"
30624,water,-21.34,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C15H14NO2PS,"InChI=1S/C15H16NO2PS/c1-2-17-19(20,15-6-4-3-5-7-15)18-14-10-8-13(12-16)9-11-14/h3-11,19-20H,2H2,1H3"
30694,water,-22.26,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C2H6O2,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3"
30695,water,-22.09,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",CH4O2,"InChI=1S/CH4O2/c1-3-2/h2H,1H3"
30824,water,-43.51,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C6H8N2O2,"InChI=1S/C6H8N2O2/c1-4-3-8(2)6(10)7-5(4)9/h3H,1-2H3,(H,7,9,10)"
31148,water,-24.69,0.84,10.1039/P29900000291,"Mobley et al.,Shivakumar et al.,Gerber,Dodda et al.,Marenich et al.,Boulanger et al.",C7H8O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3"
32374,water,-85.86,1.13,10.1007/s10822-010-9350-8,"Mobley et al.",C5H10O5,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5+/m1/s1"
32654,water,-25.48,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C5H10O2,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)"
35692,water,-19.2,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C6H13N,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2"
36886,water,-98.9,1.3,10.1007/s10822-014-9738-y,"Mobley et al.",C6H14O6,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1"
37388,water,-18.49,2.51,10.1021/ct050097l,"Boulanger et al.",C5H12O,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3/t5-/m0/s1"
39435,water,-41.05,None,10.1021/acs.jpcb.7b00272,"Dodda et al.",C7H13NO,"InChI=1S/C7H13NO/c1-7(9)8-5-3-2-4-6-8/h2-6H2,1H3"
42488,water,-50.04,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C6H3Cl3N2O2,"InChI=1S/C6H4Cl3N2O2/c7-1-3(10)2(8)5(9)11-4(1)6(12)13/h1H,10H2,(H,12,13)"
48262,water,-31.25,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C10H9N,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2"
102066,water,-40.63,2.51,10.1021/ct050097l,"Mobley et al.,Shivakumar et al.,Gerber,Dodda et al.,Marenich et al.,Boulanger et al.",C2H5NO,"InChI=1/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)/f/h3H2"
102073,water,-57.74,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",CH4N2O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)"
103297,water,-41.2,0.4,10.1007/s10822-014-9747-x,"Mobley et al.",C7H14N2O2S,"InChI=1S/C7H16N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h9H,5H2,1-4H3,(H,8,10)"
181152,water,-13.4,1.1,10.1007/s10822-014-9738-y,"Mobley et al.",C10H20O,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1"
228665,water,-45.1,0.75,10.1007/s10822-010-9350-8,"Mobley et al.,Marenich et al.",C16H14O3,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/t11-/m0/s1"
273097,water,4.56,None,10.1021/acs.jpcb.7b00272,"Dodda et al.",C5H11Cl,"InChI=1S/C5H11Cl/c1-4-5(2,3)6/h4H2,1-3H3"
276198,water,-11.42,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C12H8Cl2,"InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H"
312302,water,-2.38,None,10.1021/acs.jctc.8b00172,"Boulanger et al.",C5H6,"InChI=1S/C5H6/c1-3-5-4-2/h1,4H,2,5H2"
